rata,ente,descrizione,tipo_imposta,imposta,spesa
202307,Ministero della Salute,Buoni pasto,IVA,1339.43,2709.26
202406,Comune di Roma,Anticipo TFR,INPS,1159.39,5234.0
202502,Comune di Milano,Rimborso spese,IVA,1067.75,4923.09
12/2024,Comune di Roma,Stipendio base,INAIL,N.D.,2527.12
202413,Ministero della Salute,Trattenuta sindacale,INAIL,82.18,
202203,N/A,Premio produttivita,IRPEF,785.95,3941.81
202303,Ministero dell'Economia,Buoni pasto,INPS,464.37,2288.68
202404,INAIL,Indennita di funzione,IRPEF,"€ 470,24",1417.84
202502,Ministero dell'Economia,Indennita di funzione,INPS,1394.35,8326.16
202301,Comune di Roma,Rimborso spese,IVA,271.80,
202209,INAIL,Trattenuta sindacale,IRES,1404.64,5154.75
2023-12,Ministero della Salute,Buoni pasto,ADD_COM,N.D.,3127.94
202202,Ministero dell'Economia,Straordinario,IRAP,1265.50,4525.71
202404,Agenzia delle Entrate,Straordinario,IRPEF,461.20,2017.54
2024-07,Ministero dell'Economia,Rimborso spese,IRAP,969.18,3293.76
12/2025,INAIL,Stipendio base,ADD_REG,857.05,2536.68
202509,Comune di Milano,Trattenuta sindacale,IRPEF,1390.04,7939.88
202210,INPS,Straordinario,IVA,309.98,1770.39
202207,Ministero della Salute,Premio produttivita,IVA,346.63,1381.31
06/24,Ministero della Salute,Rimborso spese,ZZZ_RARE,1426.00,8340.09
03/23,INAIL,Trattenuta sindacale,IRPEF,"192,05",703.45
202511,non disponibile,Straordinario,IRPEF,970.29,3444.06
202210,INAIL,Indennita di funzione x,INPS,137.82,781.11
202201,Comune di Roma,Indennita di funzione,IRES,"161,64",732.5
2025-09,Comune di Milano,Straordinario,INAIL,915.87,4625.21
2025-02,Regione Lazio,Premio produttivita,n.c.,N.D.,3101.43
202209,Comune di Milano,Stipendio base,INPS,"880,89",3195.87
202310,Ministero della Salute,Stipendio base,IRPEF,736.80,1719.11
2024-02,Comune di Milano,Buoni pasto,INAIL,1126.42,6608.68
06/24,Regione Lazio,Indennita di funzione,INPS,"1.488,67",4334.76
202502,Ministero dell'Economia,Premio produttivita,IRPEF,449.88,1789.2
202307,Comune di Roma,Premio produttivita,IRAP,518.99,1275.91
202212,Comune di Roma,Premio produttivita,IRPEF,518.42,2378.41
202301,Ministero dell'Economia,Trattenuta sindacale,IRPEF,"1.156,74",4122.05
202405,Ministero dell'Economia,Trattenuta sindacale,INAIL,554.62,2812.28
202412,Comune di Milano,Trattenuta sindacale,IVA,1031.27,4242.14
202404,Ministero dell'Economia,Indennita di funzione,ADD_REG,"696,54",1753.83
202502,Comune di Roma,Buoni pasto,IRAP,N.D.,1902.65
202506,Regione Lazio,Premio produttivita,INAIL,"€ 1.252,07",3568.14
Rata 2023,INPS,Straordinario,INPS,795.39,3895.33
202308,Ministero dell'Economia,Stipendio base,INAIL,"739,00",
202404,Comune di Milano,Buoni pasto,ADD_REG,437.11,1471.02
202312,Ministero dell'Economia,Trattenuta sindacale,INAIL,798.06,3306.92
202307,Comune di Milano,Premio produttivita,INAIL,N.D.,1274.3
202204,Comune di Milano,Premio produttivita,INAIL,1273.18,7030.21
202312,INPS,Anticipo TFR,Iva,N.D.,3597.67
Rata 2024,Comune di Milano,Trattenuta sindacale,INAIL,"€ 237,21",1188.84
06/2025,INAIL,Anticipo TFR,ADD_REG,397.95,937.39
2025-01,,Stipendio base,INAIL,825.14,3093.02
08/23,Ministero dell'Economia,Straordinario,INPS,1378.62,8219.36
2022-07,Ministero dell'Economia,Straordinario,IRPEF,485.81,1417.37
2022-02,Comune di Roma,Anticipo TFR,IVA,"433,36",
202308,Ministero della Salute,Buoni pasto,IRPEF,639.51,3679.9
11/2024,Ministero dell'Economia,Straordinario,IRPEF,N.D.,7401.08
202502,Ministero della Salute,Indennita di funzione,IRAP,1275.57,
202509,,Premio produttivita,IVA,267.02,1075.24
202202,INPS,Rimborso spese,INPS,939.94,5372.0
09/23,Ministero dell'Economia,Premio produttivita,ADD_COM,1198.20,4288.28
06/24,INAIL,Trattenuta sindacale,ADD_REG,1163.61,6522.12
202201,Ministero della Salute,Indennita di funzione,IVA,758.83,2826.04
202412,Comune di Milano,Straordinario,IRAP,"€ 1.111,16",5584.89
2022-02,Comune di Roma,Buoni pasto,INAIL,"€ 896,20",5075.05
202308,Comune di Milano,Indennita di funzione,IRAP,"342,10",1437.7
202403,INPS,Stipendio base,ADD_COM,131.28,425.28
202312,Agenzia delle Entrate,Premio produttivita,ADD_REG,585.77,1291.01
09/2024,Regione Lazio,Buoni pasto,Inail,"139,81",732.19
202310,Agenzia delle Entrate,Trattenuta sindacale,ires,622.77,2795.02
202506,Agenzia delle Entrate,Buoni pasto,INPS,1251.87,3820.94
202206,Ministero della Salute,Rimborso spese,ADD_REG,"1.274,23",7020.56
202208,Comune di Milano,Stipendio base,IRPEF,99.41,564.77
202410,N/A,Trattenuta sindacale,ires,150.83,836.91
202311,Agenzia delle Entrate,Straordinario,INPS,1021.31,4499.96
202401,,Stipendio base,IRAP,775.00,4577.4
202208,Agenzia delle Entrate,Stipendio base,INAIL,266.57,1465.93
202402,Regione Lazio,Trattenuta sindacale,IVA,1218.02,2944.01
04/23,N.D.,Buoni pasto,ADD_COM,363.92,2156.02
10/24,Ministero della Salute,Buoni pasto,IRAP,163.32,685.16
202304,INAIL,Premio produttivita,IRAP,1136.79,6457.13
10/24,Comune di Roma,Trattenuta sindacale,IRPEF,931.78,4697.44
202406,Ministero dell'Economia,Buoni pasto,IRES,621.94,2854.87
202203,Comune di Roma,Premio produttivita,IRES,N.D.,3486.74
202205,INAIL,Rimborso spese,add_reg,"1.371,50",2891.29
202507,Comune di Roma,Anticipo TFR,IRAP,99.56,309.33
202510,INAIL,Indennita di funzione,IRES,960.14,4554.21
202308,Comune di Milano,Premio produttivita,IRAP,366.34,1997.45
12/2023,INPS,Rimborso spese,INPS,737.50,1481.92
202511,Agenzia delle Entrate,Buoni pasto,ADD_REG,664.77,1882.56
10/23,Ministero dell'Economia,Stipendio base,ADD_COM,615.47,2887.95
202208,Regione Lazio,Buoni pasto,IRPEF,326.02,1021.92
202504,Comune di Milano,Premio produttivita,ADD_REG,1213.84,3115.7
202205,Ministero della Salute,Rimborso spese,IVA,600.30,1397.34
202502,Regione Lazio,Stipendio base,ADD_REG,1336.43,6082.78
2023-05,Ministero dell'Economia,Straordinario,n.c.,564.27,2471.19
12/24,Agenzia delle Entrate,Buoni pasto,INAIL,1267.58,6888.61
ago-2022,INPS,Premio produttivita,ADD_COM,839.48,2736.16
202502,Ministero dell'Economia,Trattenuta sindacale,IRPEF,609.16,1551.45
202208,n.a.,Premio produttivita,add_reg,N.D.,
2022-12,Agenzia delle Entrate,Premio produttivita,IRPEF,1190.65,7087.63
202411,Ministero dell'Economia,Straordinario,ADD_COM,749.90,2580.82
202404,non disponibile,Indennita di funzione,INAIL,666.86,3641.99
202506,Comune di Roma,Anticipo TFR,ADD_COM,887.26,4480.82
202299,Ministero dell'Economia,Buoni pasto,ADD_COM,898.49,5073.18
202203,INPS,Premio produttivita x,n.c.,-666.94,2466.0
202404,Comune di Milano,Anticipo TFR,IVA,1148.61,2762.64
202503,INPS,Trattenuta sindacale,INAIL,629.60,1557.27
12/23,sconosciuto,Stipendio base,IRES,706.85,3571.57
09/25,INAIL,Anticipo TFR,Irap,927.71,5059.11
11/2025,INAIL,Buoni pasto,IRPEF,1480.93,5669.1
202510,Regione Lazio,Stipendio base,ADD_COM,427.99,957.96
202499,Comune di Roma,Buoni pasto,Ires,386.33,875.74
202402,Comune di Milano,Stipendio base,IVA,"306,49",1346.84
202413,INPS,Straordinario,IVA,"€ 1.049,69",5956.46
2024-01,Comune di Milano,Straordinario,IVA,701.19,2523.12
Rata 2024,Regione Lazio,Trattenuta sindacale,ADD_REG,613.48,2823.53
2024-08,Ministero della Salute,Buoni pasto,ADD_COM,-345.93,
202305,INAIL,Premio produttivita x,INPS,1342.15,7461.05
202402,Agenzia delle Entrate,Straordinario,ADD_REG,692.60,3691.25
jan-2025,sconosciuto,Rimborso spese,IRPEF,931.16,2604.82
202510,Regione Lazio,Anticipo TFR,ADD_COM,213.17,1004.07
202404,Comune di Milano,Rimborso spese,n.c.,206.56,1113.36
202204,Ministero della Salute,Straordinario,IRPEF,147.66,844.76
202412,INPS,Rimborso spese,Irpef,582.65,2540.18
202302,INAIL,Straordinario,IRES,735.69,1989.04
202211,INPS,Trattenuta sindacale,ADD_REG,404.64,1712.81
202213,Comune di Roma,Rimborso spese,IRAP,"€ 557,03",2597.58
2024-08,Comune di Roma,Straordinario,ADD_REG,59.08,182.55
lug-2025,Ministero dell'Economia,Stipendio base,n.c.,559.08,
202402,Agenzia delle Entrate,Premio produttivita,IRPEF,222.80,649.98
202304,Comune di Roma,Rimborso spese,iva,236.16,1333.22
202207,INAIL,Stipendio base,IRES,"56,53",209.2
giu-2024,INPS,Trattenuta sindacale,irap,1059.75,2121.85
202200,Ministero della Salute,Straordinario,INPS,"€ 1.400,36",5843.92
202502,INAIL,Anticipo TFR x,ADD_REG,951.24,4293.08
202507,Ministero della Salute,Anticipo TFR,n.c.,189.49,
202501,Comune di Milano,Rimborso spese,IRES,1484.99,6180.9
09/2023,Comune di Milano,Trattenuta sindacale,INAIL,1464.60,3480.65
202201,INAIL,Stipendio base,INAIL,728.94,4160.25
202303,Agenzia delle Entrate,Indennita di funzione,IRES,206.41,879.6
202503,INAIL,Stipendio base,ADD_REG,1095.07,3379.52
202210,Regione Lazio,Premio produttivita x,ADD_REG,1444.13,8080.53
01/23,INPS,Stipendio base,Inps,1179.11,2928.5
202206,INPS,Rimborso spese,IRAP,"€ 955,09",2282.6
202208,INPS,Anticipo TFR,IRAP,935.71,3873.87
202207,Comune di Milano,Straordinario,IVA,"€ 1.467,98",6605.23
202509,Comune di Milano,Rimborso spese,IRES,156.02,630.92
202410,INAIL,Anticipo TFR,IRAP,266.86,1525.36
202305,N.D.,Trattenuta sindacale,IRES,1254.68,3828.38
202410,INAIL,Trattenuta sindacale,IRES,"260,41",1552.29
202404,,Indennita di funzione,INAIL,"605,78",1258.45
202412,INAIL,Trattenuta sindacale,IRES,458.17,1133.57
202407,Agenzia delle Entrate,Premio produttivita,IVA,"402,99",1105.28
202209,Agenzia delle Entrate,Rimborso spese,Iva,87.30,202.39
2023-11,Ministero della Salute,Indennita di funzione,IRPEF,871.06,3268.98
202410,Regione Lazio,Buoni pasto,Add_Reg,631.80,3450.57
202211,Agenzia delle Entrate,Rimborso spese,ADD_COM,N.D.,4489.58
202307,INPS,Stipendio base,INAIL,491.54,
202201,INAIL,Premio produttivita,inail,1415.12,2872.18
202506,N.D.,Indennita di funzione,IRES,907.45,
202203,Comune di Roma,Straordinario,ADD_REG,"€ 1.443,75",5177.28
202211,INAIL,Trattenuta sindacale,n.c.,N.D.,2746.6
202403,INAIL,Buoni pasto,IVA,53.32,261.68
202203,Ministero della Salute,Anticipo TFR,INAIL,1182.84,3205.6
202303,Comune di Milano,Indennita di funzione,ADD_COM,1249.70,5075.76
202308,INAIL,Straordinario,INPS,"€ 135,12",770.82
202207,Ministero della Salute,Trattenuta sindacale,IRES,956.79,2920.31
202512,  ,Premio produttivita,IRAP,"€ 1.008,48",4901.33
202405,Ministero dell'Economia,Anticipo TFR,IRES,261.31,1524.01
202204,Ministero della Salute,Trattenuta sindacale,IRAP,851.16,2930.14
202401,INPS,Rimborso spese,ADD_COM,402.64,1429.59
202401,Regione Lazio,Anticipo TFR,IRES,"€ 73,85",281.39
202405,Regione Lazio,Premio produttivita,ADD_COM,1307.02,6843.76
202412,INPS,Rimborso spese,IRAP,"762,96",2866.55
202507,Comune di Roma,Buoni pasto,IVA,"1.183,46",
11/2023,n.a.,Anticipo TFR,INPS,1098.19,3172.97
202302,Regione Lazio,Indennita di funzione,IRES,1490.87,8875.72
2024-02,Agenzia delle Entrate,Straordinario,IRES,685.03,3815.22
202511,Comune di Roma,Rimborso spese,IRAP,669.95,2948.46
02/24,Agenzia delle Entrate,Stipendio base,IRPEF,-458.55,2678.96
202201,Comune di Milano,Buoni pasto,ADD_REG,956.46,4541.26
202305,Regione Lazio,Premio produttivita,INPS,754.86,4405.68
2024-12,INPS,Indennita di funzione,Add_Reg,1106.70,2928.49
202209,Comune di Milano,Premio produttivita,ADD_REG,566.94,1645.16
202502,Agenzia delle Entrate,Trattenuta sindacale,IRAP,"€ 239,72",1328.22
202511,INAIL,Premio produttivita,ADD_REG,1300.53,4785.3
202511,INPS,Rimborso spese,IRPEF,1250.67,4358.12
202210,INAIL,Indennita di funzione,n.c.,558.95,2804.44
2024-11,Regione Lazio,Rimborso spese,n.c.,1051.01,4751.93
2024-03,Comune di Roma,Stipendio base,IVA,-763.98,2579.42
202413,INAIL,Indennita di funzione,INAIL,1153.41,4142.41
202513,Agenzia delle Entrate,Anticipo TFR,ADD_REG,"€ 615,69",2237.13
202310,Ministero della Salute,Anticipo TFR,IVA,"826,68",2071.1
202400,Comune di Roma,Stipendio base,IRAP,133.83,390.54
202410,Comune di Roma,Trattenuta sindacale x,INPS,303.62,1260.06
202508,INPS,Stipendio base,n.c.,"1.183,56",6068.48
202508,Ministero dell'Economia,Straordinario,ADD_COM,603.27,2217.74
202308,N.D.,Anticipo TFR,ADD_REG,N.D.,356.52
202510,Regione Lazio,Indennita di funzione,Ires,293.07,1348.73
202209,Ministero dell'Economia,Rimborso spese x,IRES,646.82,1700.5
202302,Regione Lazio,Premio produttivita,INPS,"1.090,97",3843.49
lug-2024,INPS,Anticipo TFR,IVA,577.05,1634.52
202207,Agenzia delle Entrate,Straordinario,INPS,1130.52,5207.84
202304,Regione Lazio,Rimborso spese,ADD_COM,1294.19,3170.06
202407,Comune di Roma,Trattenuta sindacale,INPS,544.65,2064.93
202412,Ministero della Salute,Stipendio base,n.c.,1210.54,
mar-2022,Ministero dell'Economia,Indennita di funzione,ADD_REG,233.98,1248.21
202311,Comune di Roma,Rimborso spese,IVA,652.16,3194.41
202206,Agenzia delle Entrate,Rimborso spese x,Inps,191.47,1105.06
2024-10,Ministero dell'Economia,Buoni pasto,IRES,126.17,595.46
202305,INAIL,Premio produttivita,INPS,143.56,487.64
Rata 2024,Regione Lazio,Rimborso spese,IVA,201.89,590.91
202408,Comune di Roma,Straordinario,IRPEF,1261.80,2809.18
03/23,INAIL,Straordinario,Ires,838.33,2607.5
2022-04,Ministero della Salute,Anticipo TFR,n.c.,1423.71,3626.75
202501,INAIL,Anticipo TFR,IRES,830.10,2886.17
02/2022,Comune di Roma,Stipendio base x,IRES,961.63,4625.74
202206,Comune di Milano,Premio produttivita,IRPEF,317.50,1513.88
2022-06,Comune di Milano,Indennita di funzione,IRPEF,833.84,2728.88
202202,INAIL,Premio produttivita,IVA,608.69,2455.58
2025-06,N.D.,Buoni pasto,IVA,1400.58,4015.58
jan-2022,  ,Rimborso spese,INPS,"1.404,19",5633.48
Rata 2024,Comune di Roma,Rimborso spese,n.c.,337.82,1364.9
202305,Comune di Roma,Buoni pasto,INPS,949.19,3042.33
202205,Agenzia delle Entrate,Straordinario,ADD_COM,"€ 975,35",2962.99
2023-07,N/A,Premio produttivita,IRES,865.68,5123.35
202205,Comune di Roma,Buoni pasto,INAIL,230.28,955.32
202309,Ministero della Salute,Buoni pasto,IRPEF,998.32,4241.17
04/24,Comune di Milano,Straordinario,ADD_REG,1208.67,2455.02
06/25,Regione Lazio,Stipendio base,IRAP,550.58,1501.63
202305,sconosciuto,Buoni pasto,IRAP,796.10,2727.83
202503,Ministero dell'Economia,Straordinario,IRES,218.68,1282.32
202409,INAIL,Rimborso spese,INPS,1399.50,3780.0
202303,Ministero dell'Economia,Straordinario,IVA,208.83,671.0
202304,Comune di Milano,Anticipo TFR,ADD_COM,-352.15,2099.04
2022-10,INPS,Rimborso spese,IRES,482.79,1894.68
202512,Comune di Roma,Trattenuta sindacale,IVA,"€ 1.247,40",4083.53
202509,Comune di Milano,Rimborso spese,ADD_COM,1065.95,4836.68
Rata 2023,Ministero dell'Economia,Rimborso spese,ADD_REG,"€ 60,17",239.79
202411,INPS,Buoni pasto,ADD_REG,"316,16",1843.15
2024-06,Agenzia delle Entrate,Buoni pasto,INPS,1137.72,2654.05
202410,INPS,Anticipo TFR,ADD_REG,"635,56",3280.88
202204,INPS,Straordinario,IRES,88.01,274.27
202506,Comune di Roma,Trattenuta sindacale,ADD_REG,"1.447,68",7566.56
202507,Ministero dell'Economia,Straordinario x,INPS,269.29,1451.71
202512,Comune di Roma,Buoni pasto,IRAP,N.D.,4264.52
202511,Ministero della Salute,Anticipo TFR,IRES,"410,06",2241.71
202506,Regione Lazio,Buoni pasto,n.c.,"€ 1.119,33",5453.95
2024-08,Ministero della Salute,Indennita di funzione,IRPEF,1176.25,3022.51
202203,INAIL,Anticipo TFR,INAIL,625.97,1381.9
202310,Regione Lazio,Premio produttivita,IRES,1004.75,3379.04
2022-07,Comune di Roma,Trattenuta sindacale,IVA,"1.368,16",5445.66
202207,INAIL,Indennita di funzione,IRES,1231.47,
feb-2025,INPS,Trattenuta sindacale,IVA,"651,60",3237.69
202508,N.D.,Premio produttivita,IRAP,690.14,3374.63
202401,Ministero della Salute,Buoni pasto,IRES,1335.97,7865.79
202404,Comune di Roma,Indennita di funzione,ADD_COM,-99.84,359.65
2022-03,Regione Lazio,Indennita di funzione,ADD_REG,83.08,427.27
202209,INPS,Anticipo TFR x,IVA,348.40,1729.74
Rata 2025,Comune di Roma,Trattenuta sindacale,IRPEF,1250.05,7444.05
03/2023,Agenzia delle Entrate,Rimborso spese,ADD_REG,"€ 272,16",1386.51
202408,Comune di Roma,Straordinario,INAIL,463.65,1453.22
2023-09,Ministero della Salute,Stipendio base,Inps,"€ 962,15",1983.08
202207,Comune di Milano,Trattenuta sindacale,INPS,317.15,1862.52
202511,Ministero della Salute,Rimborso spese,IRPEF,489.52,2381.16
202599,Comune di Milano,Straordinario,IVA,727.02,3817.17
202402,Comune di Roma,Buoni pasto,IRES,N.D.,1969.66
202312,Comune di Roma,Trattenuta sindacale,INAIL,1489.00,7360.19
202408,INPS,Straordinario,ADD_COM,287.00,1436.69
mar-2025,Comune di Roma,Straordinario,INPS,"€ 1.282,41",7332.61
202402,Agenzia delle Entrate,Straordinario,INPS,731.64,4138.48
202308,Agenzia delle Entrate,Straordinario,INAIL,237.23,834.32
202309,Agenzia delle Entrate,Rimborso spese,ADD_COM,221.80,471.07
07/2024,Comune di Roma,Straordinario,IRPEF,775.43,1670.84
202302,INPS,Rimborso spese,IRAP,"562,60",2130.31
202407,Ministero della Salute,Straordinario,IRAP,390.17,2083.48
202212,non disponibile,Straordinario,INAIL,1440.46,7764.72
09/2022,INPS,Anticipo TFR,IVA,721.90,2611.52
202502,Comune di Roma,Anticipo TFR,ADD_REG,"€ 1.396,78",4478.7
feb-2023,Agenzia delle Entrate,Trattenuta sindacale,iva,287.80,1158.8
ago-2023,Ministero dell'Economia,Straordinario,ADD_COM,N.D.,1684.49
Rata 2024,Regione Lazio,Rimborso spese,ADD_REG,914.24,4156.12
10/2023,INPS,Stipendio base,Irpef,441.32,1129.44
2025-05,Agenzia delle Entrate,Trattenuta sindacale,ADD_COM,"€ 318,16",1097.31
202208,non disponibile,Buoni pasto,ADD_COM,"€ 187,29",
202506,INPS,Rimborso spese,IRPEF,"€ 160,59",666.94
202210,Comune di Roma,Stipendio base,IVA,1142.09,6078.82
202312,Comune di Milano,Stipendio base,ADD_COM,459.14,2630.27
202410,Ministero dell'Economia,Straordinario,ADD_REG,1468.71,3527.62
202512,Agenzia delle Entrate,Stipendio base,IVA,315.53,914.29
202212,Agenzia delle Entrate,Buoni pasto,INPS,563.95,2012.53
202402,INPS,Anticipo TFR,IRPEF,593.62,1891.03
Rata 2022,Agenzia delle Entrate,Straordinario x,INPS,775.22,2816.5
09/23,Ministero della Salute,Trattenuta sindacale,INAIL,1312.42,2838.61
Rata 2025,Agenzia delle Entrate,Indennita di funzione,IRAP,1260.42,2853.66
202401,INPS,Stipendio base,IRAP,64.44,
202300,Ministero della Salute,Rimborso spese,ADD_REG,643.42,
202407,Comune di Milano,Straordinario,IVA,1250.51,6623.08
202308,non disponibile,Buoni pasto,IRAP,50.29,162.24
202303,Comune di Milano,Rimborso spese,IRAP,823.78,2666.49
202303,INPS,Premio produttivita,n.c.,"426,24",1024.25
202302,Regione Lazio,Indennita di funzione,IRAP,648.51,1331.43
07/24,Agenzia delle Entrate,Buoni pasto,INPS,659.44,2256.05
202301,Agenzia delle Entrate,Anticipo TFR,add_reg,618.04,3301.22
202307,Agenzia delle Entrate,Trattenuta sindacale,INAIL,1343.33,7629.88
202406,INPS,Stipendio base,Ires,827.87,1859.68
06/2025,INAIL,Straordinario,IVA,"1.360,43",2889.05
202309,Comune di Roma,Premio produttivita,INPS,1103.78,2908.68
202507,INAIL,Premio produttivita,INAIL,559.12,2832.03
2023-09,Agenzia delle Entrate,Straordinario,add_reg,765.67,2158.83
202410,Regione Lazio,Indennita di funzione,IVA,615.29,1798.64
202512,,Straordinario,IRAP,1251.43,6952.66
202310,Comune di Milano,Indennita di funzione,n.c.,322.02,1771.04
202207,Agenzia delle Entrate,Rimborso spese,IRES,"1.407,80",6590.13
202406,Comune di Roma,Premio produttivita,inail,891.62,2368.19
202203,Comune di Roma,Stipendio base,ADD_COM,937.05,3302.72
2023-08,INPS,Rimborso spese,INAIL,"€ 799,36",2353.88
02/2025,N/A,Premio produttivita,IVA,854.02,4003.12
202312,Agenzia delle Entrate,Buoni pasto,ADD_REG,1018.13,5212.54
202411,Ministero dell'Economia,Premio produttivita,INPS,999.80,
02/24,Ministero dell'Economia,Stipendio base,INPS,360.51,2015.91
2022-10,INPS,Rimborso spese,ADD_REG,894.54,3445.15
202302,Ministero della Salute,Indennita di funzione,IRES,N.D.,2922.62
202409,INPS,Anticipo TFR,ADD_REG,973.69,2148.5
202202,INAIL,Trattenuta sindacale,INAIL,844.36,2906.56
202306,Comune di Milano,Stipendio base,INPS,310.54,639.44
202308,INAIL,Rimborso spese,IRPEF,1115.36,5436.2
202509,  ,Rimborso spese,ADD_REG,712.67,1651.83
202206,INAIL,Trattenuta sindacale,ires,849.59,2848.8
202512,non disponibile,Straordinario,ADD_COM,"€ 1.025,33",5256.86
10/25,Comune di Milano,Stipendio base,ADD_REG,996.66,4979.18
202403,Comune di Milano,Anticipo TFR,IRAP,1135.95,5181.25
jan-2024,INPS,Indennita di funzione,IVA,349.79,1670.63
202309,Ministero dell'Economia,Premio produttivita,IRPEF,210.07,967.36
202505,INPS,Buoni pasto,IVA,1020.31,4657.82
09/25,Ministero dell'Economia,Rimborso spese,IRPEF,"392,18",1332.87
202211,Comune di Roma,Rimborso spese x,ADD_COM,216.18,456.72
202510,Regione Lazio,Premio produttivita,INAIL,240.29,905.25
202410,Ministero della Salute,Stipendio base,IRES,-503.56,1098.69
202508,Comune di Milano,Anticipo TFR,ADD_REG,1488.09,5767.05
apr-2023,INAIL,Stipendio base,IRPEF,278.03,1072.17
202210,INPS,Anticipo TFR,INPS,"482,88",
202205,Ministero dell'Economia,Straordinario,irpef,1385.06,7115.12
202307,Regione Lazio,Premio produttivita,IRPEF,1446.80,6969.0
202204,Regione Lazio,Stipendio base,IRES,"381,82",1618.21
202504,Ministero dell'Economia,Trattenuta sindacale,IRAP,1326.66,7566.78
202202,Agenzia delle Entrate,Buoni pasto,inail,251.43,791.69
202512,Regione Lazio,Anticipo TFR,ADD_COM,"1.154,23",3518.24
jan-2022,Agenzia delle Entrate,Stipendio base,ADD_REG,"68,86",188.25
202202,N/A,Stipendio base,INAIL,639.60,2672.09
202312,Comune di Roma,Rimborso spese,INPS,408.64,1152.95
